S.No,Query,User,Input Sentiment,User Information Need,User Evaluation Criteria,link,Context Class,Relevance Score,Comments
,,,,,,https://americanaddictioncenters.org/morphine-treatment/mental-and-physical-effects ,Negative,0,"The document consists of the mental and physical health effects of taking Morphine."
,,,,,,"https://pubmed.ncbi.nlm.nih.gov/17060284/ ",Negative,0,"The document consists of a survey regarding the adverse effects of taking Morphine."
,,,,,,"https://www.ncbi.nlm.nih.gov/books/NBK526115/ ",Positive,1,The document is relevant because it tells that Morphine can be used to reduce pain and the dosage instructions to have it.
,,,,,,"https://www.addictioncenter.com/opiates/morphine/ ",Negative,0,The document is about the addiction caused by taking morphine
,,,,,,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-018-0583-8,Positive,0,The document provides an alternative to Morphine which is not recommended and the new proposed drug is more safe.
16,Organ trafficking health care institution,User 2,Negative,User want the reports and news articles that provide investigation on  the health care institutions that were involved in organ trafficking in the world.,"Relevant: Documents that show investigation reports on organ trafficking done by various health care institutions around the world.

Irrelevant:  Any documents that just mentioned trafficking in general or without mentioning any medical institutions involved in it are irrelevant.",https://www.ncsl.org/research/health/human-trafficking-and-the-health-care-system.aspx ,Negative,0,The document is about organ trafficking but doesn’t mention any institutions that were involved in it.
,,,,,,https://www.choa.org/medical-professionals/referrals-and-transfers/directory-of-services/child-protection-resources/institute-on-healthcare-and-human-trafficking,Positive,0,The document is about an institution that is running to prevent trafficking. This is a positive document that speaks about measures taken to prevent but it is irrelevant to the need.
,,,,,,https://english.alarabiya.net/features/2017/08/23/Egyptian-authorities-capture-a-network-for-trafficking-human-organs ,Negative,1,"The document is an article about a nurse in a medical institution involved in organ trafficking. This is a relevant document"
,,,,,,"https://www.reuters.com/article/us-india-trafficking-kidney/doctors-at-top-indian-hospital-charged-in-kidney-harvesting-racket-idUSKCN10M0BN ",Negative,1,"The document is an article about doctors from a medical institution involved in organ trafficking. This is a relevant document"
,,,,,,"https://www.ncsl.org/research/health/human-trafficking-and-the-health-care-system.aspx",Positive,0,The article shows a statistical date of trafficking that happened in the past years.
,,,,,,"https://www.unodc.org/documents/human-trafficking/2015/UNODC_Assessment_Toolkit_TIP_for_the_Purpose_of_Organ_Removal.pdf ",Negative,0,"The document talks about organ trafficking but doesn’t mention about institution involved in it"
,,,,,,"https://www.universityworldnews.com/post.php?story=20161215114217476 ",Negative,1,The document is about the doctors in a medical college involved in trafficking organs from donated bodies for the study purpose.
,,,,,,https://www.state.gov/wp-content/uploads/2020/06/2020-TIP-Report-Complete-062420-FINAL.pdf,Positive,0,The document is a government report about organ trafficking and talks about how the government has made measures to curb its numbers.
,,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1867886/ ",Negative,1,The document is about the arrest of a doctor from an institution involved in organ trafficking and an investigation on this.
,,,,,,"https://www.dailymail.co.uk/news/article-3031784/Inside-illegal-hospitals-performing-thousands-black-market-organ-transplants-year-200-000-time.html ",Negative,1,"The document is an investigative article about the hospitals performing illegal organ trafficking."
17,When should I go for Chemotherapy,User 2,Positive,User wants the information regarding the best timeline for beginning Chemotherapy for treating cancer.,"Relevant: Documents/health care journals outlining the perfect time to undergo chemotherapy treatment.

Irrelevant: Documents that gives details about Chemo and the drugs used, medical practioners prociding chemo are not relevant.","https://www.cancer.net/navigating-cancer-care/how-cancer-treated/chemotherapy/what-expect-when-having-chemotherapy",Positive,1,"This document gives information about the time to start chemotherapy and what are the things to know during the treatment, which is exactly what we are expecting."
,,,,,,https://www.cancerresearchuk.org/about-cancer/cancer-in-general/treatment/chemotherapy/planning/your-chemotherapy-plan,Positive,1,This document outlines the exact timeline of chemotherapy which gives the exact start of the treatment. This is a relevant document to us.
,,,,,,"https://www.webmd.com/cancer/chemo-delivery",Positive,0,"This document gives information about how to take Chemotherapy Drugs, which is irrelevant to our information-need."
,,,,,,https://www.verywellhealth.com/when-is-chemother ,Negative,1,"This article speaks about the time when a person usually goes to Chemotherapy treatment and talks about the side effects during the treatment."
,,,,,,"https://www.cancer.org/treatment/treatments-and-side-effects/treatment-types/chemotherapy/how-is-chemotherapy-used-to-treat-cancer.htmlapy-not-recommended-5199567",Positive,0,"This document explains how chemotherapy is used to treat cancer, which is an irrelevant document as per our information-need."
,,,,,,"https://mnoncology.com/images/uploads/When-Stopping-Chemotherapy-is-the-Best-Option.pdf ",Negative,0,This document is about when to stop the chemotherapy and talks about the negative effects on why to stop it.
,,,,,,"https://www.breastcancer.org/treatment/chemotherapy",Positive,0,"The document talks about the Chemo process, this is a positive document to look at but it's irrelevant to the user need."
,,,,,,https://www.mdanderson.org/cancerwise/what-to-expect-on-your-first-day-of-chemotherapy.h00-158828067.html ,Positive,1,This document talks about when we can start the chemotherapy treatments and also what the patient must expect on that day.
,,,,,,https://www.cancercenter.com/community/blog/2021/03/benefits-and-risks-of-chemotherapy,Positive,0,Document is about the benefits and risks and not about the information needed by the user
,,,,,,https://hollingscancercenter.musc.edu/patient-care/cancer-treatment/medical-oncology/what-to-expect ,Positive,0,"The document is about what the chemotherapy patient can expect after starting Chemotherapy treatment, which is irrelevant to the need"
18,US vs UK health care systems,User 3,Positive,User wants a comparison of the health care facilities that are provided in USA and UK ,"Relevant: Documents that provides the details about the health care system of the USA and UK by comaparing them side by side.

Irrelevant: Documents that provides information about the health care of the countries separately or any other documents that doesn't provide any comaparison of them are considered irrelevant.","https://www.healthcareadministration.com/brief-comparison-uk-healthcare-system-vs-u-s-healthcare-system/#:~:text=While%20both%20systems%20have%20world,tax%20based%20system%20versus%20the",Positive,1,"Contains a brief comparison of healthcare in both the countries"
,,,,,,https://www.cnn.com/2019/08/07/opinions/single-payer-healthcare-beers/index.html ,Positive,1,Contains a blog written by a person who has lived in both the countries and describes the differences in both the country’s healthcare
,,,,,,https://www.investopedia.com/articles/personal-finance/080615/6-reasons-healthcare-so-expensive-us.asp ,Negative,0," Lists out points and says why cost of healthcare in US is more expensive"
,,,,,,http://assets.ce.columbia.edu/pdf/actu/actu-uk.pdf ,Positive,0,Only describes about the healthcare system in the Uk
,,,,,,"https://www.independent.co.uk/life-style/health-and-families/health-news/nhs-uk-now-has-one-of-the-worst-healthcare-systems-in-the-developed-world-according-to-oecd-report-a6721401.html#:~:text=The%20UK%20has%20one%20of,a%20chronic%20lack%20of%20investment. ",Negative,0,"This Document says that UK has one of the worst healthcare system"
,,,,,,https://theweek.com/articles/789287/good-bad-ugly-englands-universal-healthcare-system,Positive,0,"Describes good and bad things about healthcare only in UK"
,,,,,,https://www.iwf.org/2020/11/24/pandemic-or-not-america-has-the-best-healthcare-in-the-world/,Positive,0,Argues that the US has one of the best healthcare systems in the world.
,,,,,,https://www.commonwealthfund.org/blog/2018/what-can-us-and-england-learn-each-others-health-care-reforms,Positive,1,"Provides a detailed comparison between both the country’s healthcare and what both has to learn from each other"
,,,,,,https://www.investopedia.com/articles/personal-finance/072116/us-healthcare-costs-compared-other-countries.asp,Positive,0,"Compares US’s healthcare system with other countries which is not relevant to the user."
,,,,,,https://www.gsb.stanford.edu/insights/three-ways-transform-american-healthcare,Positive,0,"Provides ways to improve the American healthcare system. "
19,Veteran Health clinics,User 3,Positive,User wants to know the health clinics that offer special discounts for veterans or exclusive hospitals for veterans.,"Relevant: Documents related to nearby clinics exclusive for veterans, offering special discount for veterans.

Irrelevant: Documents related to clinics run by doctors serving in military, special healthcare plans for veterans.",https://www.va.gov/boston-health-care/ ,Positive,1,"The document provides locations of clinics and hospitals are aimed at guiding by the needs of veterans and their families"
,,,,,,https://veteran.com/military-and-veteran-discounts/,Positive,0,"Contains general discounts for veterans (excluding healthcare)"
,,,,,,https://www.healthcare.gov/veterans/,Positive,1,Contains healthcare plans for veterans
,,,,,,"https://blog.bayada.com/work-life/honoring-our-veterans#:~:text=Whether%20they%20served%20in%20active,to%20mental%20health%20or%20PTSD)",Positive,0,"The document discusses why we should support our veterans."
,,,,,,https://www.census.gov/library/stories/2021/11/how-do-we-support-americas-veterans.html ,Positive,0,Contains statistics on how we are serving our veterans
,,,,,,"https://www.healthcare.gov/veterans/#:~:text=If%20you're%20enrolled%20in,to%20enroll%20in%20a%20plan",Positive,1,Contains a program which is a veteran’s healthcare program
,,,,,,https://www.csmonitor.com/USA/Politics/Politics-Voices/2015/0317/Yes-veterans-should-pay-taxes-like-everyone-else-and-we-do,Negative,0,"Argues whether veterans should pay taxes, are they paying or not."
,,,,,,https://www.census.gov/newsroom/blogs/random-samplings/2016/11/who_are_veterans.html ,Positive,0,Contains information about who are veterans
,,,,,,https://www.davma.org/services/volunteers/,Positive,0,"The document mentions about volunteer programs which are aimed at helping veterans"
,,,,,,https://www.va.gov/OSDBU/docs/Determining-Veteran-Status.pdf,Positive,0,"The document mentions veteran status and who qualify as veterans."
20,Propofol overdose,User 3,Negative,User wants to know some famous personality whose deaths was caused by Propofol overdose - For instance Michael Jackson,"Relevant: Documents related to the death of personalities who died by Propofol overdose.

Irrelevant: Documents that gives the composition of the Propofol, its legal intake level are some of the irrelevant.",https://www.everydayhealth.com/drugs/propofol,Positive,0,The document shows an allowed level of Propofol that is advisable.
,,,,,,https://www.cnn.com/2011/10/28/justice/california-conrad-murray-trial/index.html,Negative,1,The document shows an investigation about the death of Michael Jackson caused by Propofol overdose.
,,,,,,https://www.medicines.org.uk/emc/product/11295/smpc,Positive,0,Contains information about the dosage of Propofol that is advisable
,,,,,,https://www.everydayhealth.com/pain-management-pictures/six-celebrities-who-have-died-from-painkiller-ods.aspx,Negative,1,Contains the list of celebrities who died cause of propofol consumption.
,,,,,,https://www.ncbi.nlm.nih.gov/books/NBK430884/,Positive,0,"Contains information about Propofol drug, its usage etc."
,,,,,,https://observer.com/2016/06/these-are-the-legal-prescription-drugs-that-have-killed-your-favorite-stars/,Negative,1,Contains information regarding the death of celebrities because of various drug overdose and not specific to propofol.
,,,,,,https://novodetox.com/how-did-michael-jackson-die/,Negative,1,Contains information regarding the death of Micheal Jackson because of propofol overdose.
,,,,,,https://www.drugs.com/dosage/propofol.html,Positive,0,The document shows an allowed level of Propofol that is advisable.
,,,,,,https://www.sltrib.com/news/2019/06/23/u-u-psychiatrist-is/,Negative,1,Contains information regarding the death of Michael Jackson and how Propofol overdose caused it.
,,,,,,https://www.uchicagomedicine.org/forefront/research-and-discoveries-articles/propofol-a-dangerous-kind-of-rest,Negative,0,Contains a research article on why the Propofol intake is a risk for people to take.
21,Insurance fraud in healthcare,User 3,Positive,User want the documents that gives the names of the companies that are trust worthy and renowned providers health care insurance,"Relevant : The names of the companies that are famous providers of healthcare insurance.

Irrelavant:  All other documents that doesn't provide the name of the best insurance providers.",https://www.forbes.com/advisor/health-insurance/best-health-insurance-companies/,Positive,1,"contains list of trusted healthcare companies, their ratings and customer feedback"
,,,,,,https://www.fbi.gov/scams-and-safety/common-scams-and-crimes/health-care-fraud,Negative,0,document talks about scams in the healthcare insurance industry
,,,,,,https://www.valuepenguin.com/best-health-insurance-companies,Positive,1,contains list of trusted healthcare companies in the current year
,,,,,,https://www.investopedia.com/best-health-insurance-companies-4775920,Positive,1,contains list of trusted healthcare companies in the current year and best plans are mentioned as comparison
,,,,,,https://www.thebalance.com/best-health-insurance-companies-4174511,Positive,1,contains list of trusted healthcare companies in the current year
,,,,,,https://www.fbi.gov/scams-and-safety/common-scams-and-crimes,Negative,0,fbi report on variety of fraud cases that are not healthcare
,,,,,,https://www.moneygeek.com/insurance/health/resources/protecting-against-fraud/,Positive,0,"document talks about avoiding insurance frauds, tips and guidance"
,,,,,,https://www.helpstopfraud.org/Types-of-Insurance-Fraud/Health,Positive,0,"document talks about avoiding insurance frauds, helpline and recovery"
,,,,,,https://www.atlanta-criminal-law.com/blog/2020/october/the-3-main-types-of-fraud/,Negative,0,document talks about common scams and fraudulent activities
,,,,,,https://www.rocklandtrust.com/learning-center/business-resources/8-ways-to-protect-yourself-from-fraud,Positive,0,documents provides safety measures against scams and frauds but it is not related to healthcare insurance
22,best healthcare in Massachusetts,User 3,Positive,"User wants to know why the health care is considered the best in the state of Massachusetts and also want to know about the treatments that are well renowned, performed in this state","Relevant: Documents showing exact information about why the health care in the state of Massachusetts are considered the best and what are the treatments that are famous.

Irrelevant: Other informations like the best hospitals in boston and their reviews are considered irrelevant.","https://whdh.com/news/massachusetts-is-best-state-for-health-care-in-america-new-study-says/#:~:text=BOSTON%20(WHDH)%20%2D%20Massachusetts%20is,during%20the%20ongoing%20coronavirus%20pandemic",Positive,1,The document contains information on  Massachusetts being the state which provides best healthcare in the United States.
,,,,,,https://www.healthline.com/health-news/why-massachusetts-is-healthiest-state-in-country,Positive,1,The document states that Massachusetts has the best healthcare so it is one of the healthiest state
,,,,,,https://www.masslive.com/news/2021/07/these-are-the-best-hospitals-in-massachusetts-according-to-the-2021-22-us-news-world-report-rankings.html,Positive,0,Document contains list of best hospitals in massachusetts
,,,,,,https://www.safewise.com/blog/safest-cities-massachusetts/,Positive,0,"The document contains 20 safest cities in Massachusetts which are not relevant to the users."
,,,,,,https://thisweekinworcester.com/fbi-data-dangerous-cities-2020/,Negative,0,The document mentions a list of places which are dangerous in Massachusetts
,,,,,,https://massachusetts.networkofcare.org/mh/services/medicare-hospital-rating.aspx ,Positive,0,"Document gives list of reviews of hospitals in massachusetts"
,,,,,,https://patch.com/massachusetts/boston/ma-named-one-2021s-worst-states-doctors-wallethub,Negative,0,The document mentions that Massachusetts provides one of the worst healthcare in the united states.
,,,,,,https://www.creditdonkey.com/why-massachusetts.html,Positive,0," Document provides information on Massachusetts probably being one of the best states."
,,,,,,https://www.usnews.com/news/best-states/rankings/health-care ,Positive,0,The document contains a list of rankings of best healthcare cities in the United States in which MA is ranked 2nd.
,,,,,,https://www.yelp.com/search?find_desc=worst+hospitals&find_loc=Boston%2C+MA ,Negative,0,Document contains list of worst medical hospitals in boston.
23,How can health care be improved,User 3,Positive,User wants to know the methods that can be used to refine and upgrade the healthcare industry ,"Relevant: Documents showcasing the tips and various method that can used implemented to boost the advancements in healthcare

Irrelevant: Documents that provide a vague reason regarding the topics like why the health care should be improved instead of explaing the ways to do it are irrelevant.",https://proactive-md.com/5-ways-to-improve-the-quality-of-healthcare/,Positive,1,Provides list of methods to improve the quality of healthcare
,,,,,,https://www.hsph.harvard.edu/ecpe/8-healthcare-quality-improvement-tips/,Positive,1,"Provides tips to improve the quality of healthcare"
,,,,,,https://www.rttnews.com/slideshow/3683/the-10-worst-countries-in-the-world-for-health-care.aspx,Negative,0,Mentions about countries which has the worst healthcare system
,,,,,,"https://www.foreseemed.com/artificial-intelligence-in-healthcare#:~:text=A%20common%20use%20of%20artificial,and%20better%20results%20for%20patients",Positive,1,Explains how AI can be used to improve the healthcare system
,,,,,,https://health.gov/healthypeople/objectives-and-data/browse-objectives/health-care,Positive,0,Document talks about why good healthcare is important but does not provide clear ways to improve it.
,,,,,,https://americancareercollege.edu/pulse/health-e-news/advancements-in-healthcare-technology-benefits-for-todays-healthcare-students.html ,Positive,1,"The document talks about recent advancements in healthcare technology"
,,,,,,https://www.who.int/news/item/13-12-2017-world-bank-and-who-half-the-world-lacks-access-to-essential-health-services-100-million-still-pushed-into-extreme-poverty-because-of-health-expenses,Negative,0,Document mentions that half of the world lacks essential healthcare services.
,,,,,,https://medicalfuturist.com/ten-ways-technology-changing-healthcare/,Positive,1,Talks about the future of healthcare: Major advancements in the healthcare industry
,,,,,,https://www.theatlantic.com/health/archive/2021/11/the-mass-exodus-of-americas-health-care-workers/620713/,Negative,0,Discusses the trauma that some healthcare workers face by seeing the deaths and toll taken which is not relevant to the user.
,,,,,,https://www.afd.fr/en/actualites/big-challenge-improve-poor-countries-health-care-systems-christophe-paquet,Negative,0,Mentions that we need to improve healthcare system in the poor countries
24,most effective mental health treatment,User 3,Positive,User wants to know the effective treatments for mental disorders and preventive measures.,"Relevant: Documents explaining the methods of diagnosis and treatment.

Irrelevant: Documents containing information about mental disorders in general, its causes, about mental health, etc.",https://mhanational.org/mental-health-treatments,Positive,1,Document mentions some of the best mental health treatments.
,,,,,,https://medlineplus.gov/mentaldisorders.html,Negative,0,Document contains a list of mental disorders which are irrelevant to the user.
,,,,,,https://www.mayoclinic.org/diseases-conditions/mental-illness/diagnosis-treatment/drc-20374974,Positive,1,Mentions diagnosis and treatment of mental health disorder.
,,,,,,https://www.benenden.co.uk/be-healthy/mind/ten-ways-to-help-your-mental-health/,Positive,1,Mentions a list of details regarding how to make mental health better
,,,,,,https://www.mind.org.uk/information-support/types-of-mental-health-problems/mental-health-problems-introduction/causes/,Negative,0,Mentions a list of causes for mental health related problems
,,,,,,https://www.rethink.org/advice-and-information/carers-hub/does-mental-illness-run-in-families/,Negative,0,Mentions that mental illness can be hereditary and it can come genetically
,,,,,,https://health.usnews.com/best-hospitals/rankings/psychiatry,Positive,0,Contains list of hospitals which are best for psychiatry.
,,,,,,https://www.iesohealth.com/en-gb/blog/5-tips-for-managing-health-anxiety ,Negative,0,Mentions a list of causes for mental health related problem
,,,,,,https://www.psychiatry.org/patients-families/what-is-mental-illness,Positive,0,"Mentions about what mental illness is about"
,,,,,,"https://www.mayoclinic.org/diseases-conditions/mental-illness/symptoms-causes/syc-20374968#:~:text=There's%20no%20sure%20way%20to,keep%20your%20symptoms%20under%20control.",Negative,0,Contains common symptoms and causes of mental health disorders which are not relevant to the users
25,Bypass surgery in America,User 3,Positive,User wants to get the documents related to the success story of Bypass surgeries performed in United States.,"Relevant: Documents that mentions successfuly performed heart bypass surgeries in the United States.

Irrelevant: Any mention of bypass surgery performing hospitals, doctors or any mention of bypass surgery in other parts of the country are irrelevant.  ",https://www.upmc.com/services/heart-vascular/services/heart-surgery?utm_mrid=mrid0696&utm_source=GOOGLE&utm_medium=cpc&utm_campaign=71700000037477414&utm_adgroup=58700004162342949&utm_term=heart+surgery+hospital&utm_advertiserid=700000001754539&gclid=Cj0KCQjwpcOTBhCZARIsAEAYLuXHSPiKEfQXSLhveeAJV6eSxOQF_oTcLmn5xUqb4C_ktNyT1S81Mz4aAplGEALw_wcB&gclsrc=aw.ds,Positive,0,Contains information regarding the procedure and information regarding the bypass process in the organization.
,,,,,,https://www.sentara.com/medicalservices/services/heart-and-vascular.aspx?utm_source=eruptr&utm_medium=cpc&cr=woodbridge_heart&utm_campaign=woodbridge_heart&gclid=Cj0KCQjwpcOTBhCZARIsAEAYLuVLh5j9g8lt5iPdlsd2s-CFpiqma_2TlPLStNL7tenpY7OIWfDKKsgaAg59EALw_wcB,Positive,0,Contains information regarding the operation and the procedure to book an appointment for the bypass surgery.
,,,,,,https://www.speedysearchresults.com/web?q=cost%20for%20bypass%20surgery&kwid=cost%20for%20bypass%20surgery&cid=557159152275&site=&gclid=Cj0KCQjwpcOTBhCZARIsAEAYLuVTzL3XmlACpYw3puqr-TREv7CN4HQZ5Yiubf5dUE-A3bPW1yNvYy4aAglpEALw_wcB&qsrc=999&qo=semQuery&ad=semD&o=1517257&l=sem&askid=0731200e-ca38-47d8-bd9f-7422fa354bc7-0-se_gsb&dqi=&ag=fw81&am=broad&an=google_s,Positive,0,This document contains information regarding the cost for the surgery.
,,,,,,https://www.webmd.com/heart-disease/heart-disease-bypass-surgery,Positive,1,Contains information regarding the purpose and how the bypass surgery is done.
,,,,,,https://www.beckershospitalreview.com/cardiology/10-best-hospitals-for-cardiology-ranked-by-us-news.html,Positive,0,Link provides in information regarding top 10 best cardiology based hospitals in US.
,,,,,,https://www.cedars-sinai.org/programs/heart/clinical/cardiac-surgery.html?s_kwid=&gclid=Cj0KCQjwpcOTBhCZARIsAEAYLuWdwLASk3ALD4ULL4_9n4ei7xLgkhNRXCzMnViiaWbRRPJ5KccEqOAaAiJfEALw_wcB&gclsrc=aw.ds,Positive,0,Provides information regarding the surgery and the procedure for it.
,,,,,,https://www.umms.org/ummc/health-services/heart-vascular/services/coronary-artery-disease/bypass-surgery-patient-stories,Positive,1,Contains information regarding the success stories of the surgery and how it had a postive impact on each patient’s life.
,,,,,,https://www.newsweek.com/worlds-best-specialized-hospitals-2021,Positive,0,Contains information regarding the best hospitals in the world that are specialised in Cardio Vascular surgery.
,,,,,,https://www.sentara.com/healthwellness/data/patient-stories/roger-newill-heart-bypass-cardiac-rehab-hampton-roads.aspx,Positive,1,Contains an article regarding the experience of a patient after Bypass surgery.
,,,,,,https://www.upmc.com/services/heart-vascular/upmc-difference/patient-stories/jim-julian,Positive,1,Contains information regarding an patient’s story on Bypass Surgery.
